ManufacturingDif,ServicesDif,CCDif,BPDif,TotalDif,Open,High,Low,Close,HighPercentDif,LowPercentDif,ClosePercentDif,Lag1HighPercentDif,Lag1LowPercentDif,Lag1ClosePercentDif,Lag2HighPercentDif,Lag2LowPercentDif,Lag2ClosePercentDif,Position,WeekVal
-3,-4,0,-1,-8,1.3494,1.3642,1.3477,1.3635,-0.005540166,-0.000222552,0.0109735301,0.0055710306,0.0063812421,-0.01396403,-0.005540166,-0.000222552,0.0101174212,Hold,2014W05
-7,-2,-3,-2,-14,1.3677,1.3718,1.348,1.3487,-0.001673823,-0.002146717,-0.01396403,-0.005540166,-0.000222552,0.0101174212,-0.001673823,-0.002146717,-0.009436723,Sell,2014W04
-7,-2,-3,-2,-14,1.3543,1.3741,1.3509,1.3678,0.0029927007,-0.000591847,0.0101174212,-0.001673823,-0.002146717,-0.009436723,0.0029927007,-0.000591847,0.0060347365,Hold,2014W03
-7,-2,-3,-2,-14,1.367,1.37,1.3517,1.3541,0.0008035649,-0.002435424,-0.009436723,0.0029927007,-0.000591847,0.0060347365,0.0008035649,-0.002435424,-0.01120652,Hold,2014W02
-7,-2,-3,-2,-14,1.3591,1.3689,1.355,1.367,-0.009550684,-0.002356059,0.0060347365,0.0008035649,-0.002435424,-0.01120652,-0.009550684,-0.002356059,0.0051199532,Hold,2014W01
-8,-3,1,-3,-13,1.367,1.3893,1.3654,1.3742,0.0058644657,0.0022755634,0.0051199532,-0.005182466,-0.00527318,-0.005166266,0.0058644657,0.0022755634,0.0027727107,Buy,2013W51
-8,-3,1,-3,-13,1.374,1.3812,1.3623,1.3672,0,-0.005184752,-0.005166266,0.0058644657,0.0022755634,0.0027727107,0,-0.005184752,0.0083879038,Hold,2013W50
-8,-3,1,-3,-13,1.3721,1.3812,1.3694,1.3743,0.0075868106,0.0125702455,0.0027727107,0,-0.005184752,0.0083879038,0.0075868106,0.0125702455,0.0024339873,Buy,2013W49
-8,-3,1,-3,-13,1.3591,1.3708,1.3524,1.3705,0.0063133167,0.0024460752,0.0083879038,0.0075868106,0.0125702455,0.0024339873,0.0063133167,0.0024460752,0.0045939538,Buy,2013W48
-8,-5,2,-1,-12,1.355,1.3622,1.3491,1.3591,0.0032405362,0.0069413345,0.0024339873,0.0063133167,0.0024460752,0.0045939538,0.0032405362,0.0069413345,0.009273108,Buy,2013W47
-8,-5,2,-1,-12,1.35,1.3578,1.3398,1.3558,0.0054054054,0.0041220115,0.0045939538,0.0032405362,0.0069413345,0.009273108,0.0054054054,0.0041220115,-0.008526729,Buy,2013W46
-8,-5,2,-1,-12,1.3361,1.3505,1.3343,1.3496,-0.003247472,0.0035348977,0.009273108,0.0054054054,0.0041220115,-0.008526729,-0.003247472,0.0035348977,-0.023035132,Buy,2013W45
-8,-5,2,-1,-12,1.3489,1.3549,1.3296,1.3372,-0.019609262,-0.013649852,-0.008526729,-0.003247472,0.0035348977,-0.023035132,-0.019609262,-0.013649852,0.0088424437,Sell,2013W44
-8,-5,2,-1,-12,1.3804,1.382,1.348,1.3487,-0.000939782,-0.012454212,-0.023035132,-0.019609262,-0.013649852,0.0088424437,-0.000939782,-0.012454212,0.0104858957,Sell,2013W43
-7,-4,0,0,-11,1.3687,1.3833,1.365,1.3805,0.0094869737,0.0131373859,0.0088424437,-0.000939782,-0.012454212,0.0104858957,0.0094869737,0.0131373859,-0.001180115,Buy,2013W42
-7,-4,0,0,-11,1.3543,1.3703,1.3473,1.3684,0.0069811875,-0.000963963,0.0104858957,0.0094869737,0.0131373859,-0.001180115,0.0069811875,-0.000963963,0.0026623281,Hold,2013W41
-7,-4,0,0,-11,1.3556,1.3608,1.3486,1.3542,-0.002784699,0.0014108562,-0.001180115,0.0069811875,-0.000963963,0.0026623281,-0.002784699,0.0014108562,-0.000147885,Sell,2013W40
-7,-4,0,0,-11,1.3479,1.3646,1.3467,1.3558,0.0059712495,0.0004457321,0.0026623281,-0.002784699,0.0014108562,-0.000147885,0.0059712495,0.0004457321,0.0173010381,Buy,2013W39
-9,-8,-5,0,-22,1.3546,1.3565,1.3461,1.3522,-0.00036846,0.0123336091,-0.000147885,0.0059712495,0.0004457321,0.0173010381,-0.00036846,0.0123336091,0.0086494689,Sell,2013W38
-9,-8,-5,0,-22,1.3307,1.357,1.3297,1.3524,0.0183100705,0.0104103343,0.0173010381,-0.00036846,0.0123336091,0.0086494689,0.0183100705,0.0104103343,-0.003176524,Buy,2013W37
-9,-8,-5,0,-22,1.317,1.3326,1.316,1.3294,0.0067235778,0.0042735043,0.0086494689,0.0183100705,0.0104103343,-0.003176524,0.0067235778,0.0042735043,-0.011956359,Buy,2013W36
-9,-8,-5,0,-22,1.3233,1.3237,1.3104,1.318,-0.012237893,-0.005388994,-0.003176524,0.0067235778,0.0042735043,-0.011956359,-0.012237893,-0.005388994,0.0039009752,Sell,2013W35
-8,-7,-6,0,-21,1.3383,1.3401,1.3175,1.3222,-0.003865309,-0.009249511,-0.011956359,-0.012237893,-0.005388994,0.0039009752,-0.003865309,-0.009249511,-0.000974294,Sell,2013W34
-8,-7,-6,0,-21,1.3327,1.3453,1.3298,1.3382,0.0055310561,0.0070427868,0.0039009752,-0.003865309,-0.009249511,-0.000974294,0.0055310561,0.0070427868,0.0045926818,Buy,2013W33
-8,-7,-6,0,-21,1.3338,1.3379,1.3205,1.333,-0.001641669,-0.002040508,-0.000974294,0.0055310561,0.0070427868,0.0045926818,-0.001641669,-0.002040508,0.0002259206,Sell,2013W32
-8,-7,-6,0,-21,1.3274,1.3401,1.3232,1.3343,0.0041963282,0.0031842305,0.0045926818,-0.001641669,-0.002040508,0.0002259206,0.0041963282,0.0031842305,0.0104245929,Buy,2013W31
-8,-7,-6,0,-21,1.3275,1.3345,1.319,1.3282,0.0036098368,0.0046462031,0.0002259206,0.0041963282,0.0031842305,0.0104245929,0.0036098368,0.0046462031,0.0056626875,Buy,2013W30
-7,-8,-8,0,-23,1.314,1.3297,1.3129,1.3279,0.0091833637,0.0103894105,0.0104245929,0.0036098368,0.0046462031,0.0056626875,0.0091833637,0.0103894105,0.0183915212,Buy,2013W29
-7,-8,-8,0,-23,1.3066,1.3176,1.2994,1.3142,-0.00204499,0.0186578865,0.0056626875,0.0091833637,0.0103894105,0.0183915212,-0.00204499,0.0186578865,-0.013681783,Buy,2013W28
-7,-8,-8,0,-23,1.2826,1.3203,1.2756,1.3068,0.0094808472,-0.003982197,0.0183915212,-0.00204499,0.0186578865,-0.013681783,0.0094808472,-0.003982197,-0.008610836,Hold,2013W27
-7,-8,-8,0,-23,1.3007,1.3079,1.2807,1.2832,-0.005550487,-0.013708125,-0.013681783,0.0094808472,-0.003982197,-0.008610836,-0.005550487,-0.013708125,-0.016782798,Sell,2013W26
-6,-9,-10,-1,-26,1.3117,1.3152,1.2985,1.301,-0.019677996,-0.008702954,-0.008610836,-0.005550487,-0.013708125,-0.016782798,-0.019677996,-0.008702954,0.0093775996,Sell,2013W25
-6,-9,-10,-1,-26,1.3341,1.3416,1.3099,1.3123,0.0018669255,-0.005919405,-0.016782798,-0.019677996,-0.008702954,0.0093775996,0.0018669255,-0.005919405,0.0172320948,Hold,2013W24
-6,-9,-10,-1,-26,1.3207,1.3391,1.3177,1.3347,0.0064637354,0.0171362408,0.0093775996,0.0018669255,-0.005919405,0.0172320948,0.0064637354,0.0171362408,0.0051809465,Buy,2013W23
-6,-9,-10,-1,-26,1.2983,1.3305,1.2955,1.3223,0.01836969,0.0088778133,0.0172320948,0.0064637354,0.0171362408,0.0051809465,0.01836969,0.0088778133,0.0072435548,Buy,2013W22
-6,-8,-6,0,-20,1.2929,1.3065,1.2841,1.2999,0.005,0.0028114018,0.0051809465,0.01836969,0.0088778133,0.0072435548,0.005,0.0028114018,-0.011852536,Buy,2013W21
-6,-8,-6,0,-20,1.2812,1.3,1.2805,1.2932,-0.002225804,0.0007033448,0.0072435548,0.005,0.0028114018,-0.011852536,-0.002225804,0.0007033448,-0.009302326,Buy,2013W20
-6,-8,-6,0,-20,1.2957,1.3029,1.2796,1.2839,-0.012580523,-0.010822511,-0.011852536,-0.002225804,0.0007033448,-0.009302326,-0.012580523,-0.010822511,0.0066006601,Sell,2013W19
-6,-8,-6,0,-20,1.3114,1.3195,1.2936,1.2993,-0.003699789,-0.007061713,-0.009302326,-0.012580523,-0.010822511,0.0066006601,-0.003699789,-0.007061713,-0.001762182,Sell,2013W18
-6,-8,-6,0,-20,1.3031,1.3244,1.3028,1.3115,0.0113783887,0.0055572708,0.0066006601,-0.003699789,-0.007061713,-0.001762182,0.0113783887,0.0055572708,-0.004575961,Buy,2013W17
-8,-8,-7,-1,-24,1.308,1.3095,1.2956,1.3029,-0.008104833,-0.003461272,-0.001762182,0.0113783887,0.0055572708,-0.004575961,-0.008104833,-0.003461272,0.0093141406,Sell,2013W16
-8,-8,-7,-1,-24,1.3132,1.3202,1.3001,1.3052,0.0047948855,0.0030087949,-0.004575961,-0.008104833,-0.003461272,0.0093141406,0.0047948855,0.0030087949,0.0133385335,Hold,2013W15
-8,-8,-7,-1,-24,1.2974,1.3139,1.2962,1.3112,0.0075920245,0.0168667137,0.0093141406,0.0047948855,0.0030087949,0.0133385335,0.0075920245,0.0168667137,-0.012935017,Buy,2013W14
-8,-8,-7,-1,-24,1.2814,1.304,1.2747,1.2991,-0.000842847,-0.000392095,0.0133385335,0.0075920245,0.0168667137,-0.012935017,-0.000842847,-0.000392095,-0.006729887,Hold,2013W13
-9,-10,-6,-1,-26,1.2974,1.3051,1.2752,1.282,0.0030743217,-0.007317453,-0.012935017,-0.000842847,-0.000392095,-0.006729887,0.0030743217,-0.007317453,0.0053821313,Hold,2013W12
-9,-10,-6,-1,-26,1.2959,1.3011,1.2846,1.2988,-0.00747578,-0.005111524,-0.006729887,0.0030743217,-0.007317453,0.0053821313,-0.00747578,-0.005111524,-0.001151985,Sell,2013W11
-9,-10,-6,-1,-26,1.2999,1.3109,1.2912,1.3076,-0.00205542,-0.003473026,0.0053821313,-0.00747578,-0.005111524,-0.001151985,-0.00205542,-0.003473026,-0.012887575,Hold,2013W10
-9,-10,-6,-1,-26,1.3018,1.3136,1.2957,1.3006,-0.01373977,-0.000771188,-0.001151985,-0.00205542,-0.003473026,-0.012887575,-0.01373977,-0.000771188,-0.012871361,Sell,2013W09
-9,-10,-6,-1,-26,1.3176,1.3319,1.2967,1.3021,-0.008707949,-0.013691336,-0.012887575,-0.01373977,-0.000771188,-0.012871361,-0.008707949,-0.013691336,-0.000149645,Sell,2013W08
-9,-9,-4,0,-22,1.3359,1.3436,1.3147,1.3191,-0.006286517,-0.012023747,-0.012871361,-0.008707949,-0.013691336,-0.000149645,-0.006286517,-0.012023747,-0.02016129,Sell,2013W07
-9,-9,-4,0,-22,1.3359,1.3521,1.3307,1.3363,-0.010175695,-0.003519545,-0.000149645,-0.006286517,-0.012023747,-0.02016129,-0.010175695,-0.003519545,0.0132224038,Sell,2013W06
-9,-9,-4,0,-22,1.3643,1.366,1.3354,1.3365,-0.003792299,-0.004472939,-0.02016129,-0.010175695,-0.003519545,0.0132224038,-0.003792299,-0.004472939,0.0107365418,Sell,2013W05
-9,-9,-4,0,-22,1.3464,1.3712,1.3414,1.364,0.0171352274,0.0113088058,0.0132224038,-0.003792299,-0.004472939,0.0107365418,0.0171352274,0.0113088058,-0.001873501,Buy,2013W04
-6,-9,-6,-1,-22,1.3321,1.3481,1.3264,1.3462,0.0056695263,0.0004525569,0.0107365418,0.0171352274,0.0113088058,-0.001873501,0.0056695263,0.0004525569,0.0210421608,Buy,2013W03
-6,-9,-6,-1,-22,1.3342,1.3405,1.3258,1.3319,0.0029178513,0.0185142506,-0.001873501,0.0056695263,0.0004525569,0.0210421608,0.0029178513,0.0185142506,-0.011122881,Hold,2013W02
-6,-9,-6,-1,-22,1.3071,1.3366,1.3017,1.3344,0.0048868506,0.0013847219,0.0210421608,0.0029178513,0.0185142506,-0.011122881,0.0048868506,0.0013847219,0.0021231423,Buy,2013W01
-5,-9,-11,0,-25,1.319,1.3287,1.3167,1.3216,-0.001728024,0.0017498478,0.0021231423,0.0010536615,-0.012759171,0.0018992631,-0.001728024,0.0017498478,0.0182563627,Buy,2012W52
-5,-9,-11,0,-25,1.319,1.331,1.3144,1.3188,0.0102466793,0.0204968944,0.0018992631,-0.001728024,0.0017498478,0.0182563627,0.0102466793,0.0204968944,-0.004543354,Buy,2012W51
-5,-9,-11,0,-25,1.2902,1.3175,1.288,1.3163,0.0035036941,-0.000077634,0.0182563627,0.0102466793,0.0204968944,-0.004543354,0.0035036941,-0.000077634,0.0007706535,Hold,2012W50
-5,-9,-11,0,-25,1.2986,1.3129,1.2881,1.2927,0.007752533,0.0001552916,-0.004543354,0.0035036941,-0.000077634,0.0007706535,0.007752533,0.0001552916,0.0182046453,Hold,2012W49
-9,-9,-11,-1,-30,1.2973,1.3028,1.2879,1.2986,0.002770936,0.011784115,0.0007706535,0.007752533,0.0001552916,0.0182046453,0.002770936,0.011784115,0.0027539539,Buy,2012W48
-9,-9,-11,-1,-30,1.2738,1.2992,1.2729,1.2976,0.0147621651,0.0052914232,0.0182046453,0.002770936,0.011784115,0.0027539539,0.0147621651,0.0052914232,-0.009971177,Buy,2012W47
-9,-9,-11,-1,-30,1.2712,1.2803,1.2662,1.2744,-0.00574668,-0.002127827,0.0027539539,0.0147621651,0.0052914232,-0.009971177,-0.00574668,-0.002127827,-0.00811312,Hold,2012W46
-9,-9,-11,-1,-30,1.2812,1.2877,1.2689,1.2709,-0.011135002,-0.010218409,-0.009971177,-0.00574668,-0.002127827,-0.00811312,-0.011135002,-0.010218409,-0.00614345,Sell,2012W45
-9,-9,-11,-1,-30,1.2948,1.3022,1.282,1.2837,-0.004814673,-0.004890165,-0.00811312,-0.011135002,-0.010218409,-0.00614345,-0.004814673,-0.004890165,0.0055598456,Sell,2012W44
-9,-10,-9,0,-28,1.3014,1.3085,1.2883,1.2942,-0.004185693,-0.000543057,-0.00614345,-0.004814673,-0.004890165,0.0055598456,-0.004185693,-0.000543057,-0.006444683,Sell,2012W43
-9,-10,-9,0,-28,1.2956,1.314,1.289,1.3022,0.0080552359,0.0051466001,0.0055598456,-0.004185693,-0.000543057,-0.006444683,0.0080552359,0.0051466001,0.0136879764,Buy,2012W42
-9,-10,-9,0,-28,1.303,1.3035,1.2824,1.295,-0.002830477,0.0016402406,-0.006444683,0.0080552359,0.0051466001,0.0136879764,-0.002830477,0.0016402406,-0.009399076,Sell,2012W41
-9,-10,-9,0,-28,1.2859,1.3072,1.2803,1.3034,0.0063125481,-0.001948862,0.0136879764,-0.002830477,0.0016402406,-0.009399076,0.0063125481,-0.001948862,-0.011198294,Hold,2012W40
-7,-7,-5,0,-19,1.298,1.299,1.2828,1.2858,-0.013592528,-0.007043889,-0.009399076,0.0063125481,-0.001948862,-0.011198294,-0.013592528,-0.007043889,0.0242665418,Sell,2012W39
-7,-7,-5,0,-19,1.3127,1.3169,1.2919,1.298,-0.000151849,0.0128577029,-0.011198294,-0.013592528,-0.007043889,0.0242665418,-0.000151849,0.0128577029,0.0190029419,Sell,2012W38
-7,-7,-5,0,-19,1.2809,1.3171,1.2755,1.3127,0.0275393977,0.0203183745,0.0242665418,-0.000151849,0.0128577029,0.0190029419,0.0275393977,0.0203183745,0.0051146807,Buy,2012W37
-7,-7,-5,0,-19,1.2567,1.2818,1.2501,1.2816,0.0142427599,0.0028880866,0.0190029419,0.0275393977,0.0203183745,0.0051146807,0.0142427599,0.0028880866,0.014512729,Buy,2012W36
-7,-6,-4,0,-17,1.2512,1.2638,1.2465,1.2577,0.0038125496,0.013909224,0.0051146807,0.0142427599,0.0028880866,0.014512729,0.0038125496,0.013909224,0.0035801465,Buy,2012W35
-7,-6,-4,0,-17,1.2344,1.259,1.2294,1.2513,0.0164702083,0.0031823745,0.014512729,0.0038125496,0.013909224,0.0035801465,0.0164702083,0.0031823745,-0.00783079,Buy,2012W34
-7,-6,-4,0,-17,1.228,1.2386,1.2255,1.2334,-0.004580889,0.0013072963,0.0035801465,0.0164702083,0.0031823745,-0.00783079,-0.004580889,0.0013072963,0.0055199286,Buy,2012W33
-7,-6,-4,0,-17,1.2378,1.2443,1.2239,1.229,0.0029824279,0.0086533707,-0.00783079,-0.004580889,0.0013072963,0.0055199286,0.0029824279,0.0086533707,0.013325656,Hold,2012W32
-7,-6,-4,0,-17,1.2342,1.2406,1.2134,1.2387,0.001291364,0.007723611,0.0055199286,0.0029824279,0.0086533707,0.013325656,0.001291364,0.007723611,-0.007753836,Buy,2012W31
-5,-6,-4,0,-15,1.2119,1.239,1.2041,1.2319,0.0055185846,-0.008481555,0.013325656,0.001291364,0.007723611,-0.007753836,0.0055185846,-0.008481555,-0.002929687,Hold,2012W30
-5,-6,-4,0,-15,1.2255,1.2322,1.2144,1.2157,-0.00097292,-0.001397911,-0.007753836,0.0055185846,-0.008481555,-0.002929687,-0.00097292,-0.001397911,-0.029383886,Sell,2012W29
-5,-6,-4,0,-15,1.2271,1.2334,1.2161,1.2252,-0.026826574,-0.008075041,-0.002929687,-0.00097292,-0.001397911,-0.029383886,-0.026826574,-0.008075041,0.0071599045,Sell,2012W28
-5,-6,-4,0,-15,1.2672,1.2674,1.226,1.2288,-0.001575548,-0.01184815,-0.029383886,-0.026826574,-0.008075041,0.0071599045,-0.001575548,-0.01184815,-0.005380598,Sell,2012W27
-7,-6,-7,0,-20,1.2553,1.2694,1.2407,1.266,-0.004314064,-0.009025559,0.0071599045,-0.001575548,-0.01184815,-0.005380598,-0.004314064,-0.009025559,0.0096668531,Hold,2012W26
-7,-6,-7,0,-20,1.2722,1.2749,1.252,1.257,0.0062352013,0.0061882183,-0.005380598,-0.004314064,-0.009025559,0.0096668531,0.0062352013,0.0061882183,0.0065942903,Hold,2012W25
-7,-6,-7,0,-20,1.2659,1.267,1.2443,1.2638,0.0034848725,0.00460197,0.0096668531,0.0062352013,0.0061882183,0.0065942903,0.0034848725,0.00460197,-0.006551091,Buy,2012W24
-7,-6,-7,0,-20,1.2433,1.2626,1.2386,1.2517,0,0.0079752604,0.0065942903,0.0034848725,0.00460197,-0.006551091,0,0.0079752604,-0.020808887,Buy,2012W23
-7,-6,-7,0,-20,1.2569,1.2626,1.2288,1.2435,-0.015593326,-0.016724014,-0.006551091,0,0.0079752604,-0.020808887,-0.015593326,-0.016724014,-0.010373926,Sell,2012W22
-7,-5,-6,0,-18,1.2783,1.2826,1.2497,1.2517,-0.006121658,-0.011391504,-0.020808887,-0.015593326,-0.016724014,-0.010373926,-0.006121658,-0.011391504,-0.012688221,Sell,2012W21
-7,-5,-6,0,-18,1.2882,1.2905,1.2641,1.2783,-0.012397643,-0.020457187,-0.010373926,-0.006121658,-0.011391504,-0.012688221,-0.012397643,-0.020457187,-0.012976235,Sell,2012W20
-7,-5,-6,0,-18,1.303,1.3067,1.2905,1.2917,-0.016409484,-0.013303769,-0.012688221,-0.012397643,-0.020457187,-0.012976235,-0.016409484,-0.013303769,0.0023442226,Sell,2012W19
-7,-5,-6,0,-18,1.3241,1.3285,1.3079,1.3083,0.000904091,-0.002060125,-0.012976235,-0.016409484,-0.013303769,0.0023442226,0.000904091,-0.002060125,0.0112411103,Hold,2012W18
-6,-5,-4,0,-15,1.3194,1.3273,1.3106,1.3255,0.0034018748,0.0085417468,0.0023442226,0.000904091,-0.002060125,0.0112411103,0.0034018748,0.0085417468,-0.001450825,Buy,2012W17
-6,-5,-4,0,-15,1.3068,1.3228,1.2995,1.3224,0.0009837306,-0.002992174,0.0112411103,0.0034018748,0.0085417468,-0.001450825,0.0009837306,-0.002992174,-0.018585132,Hold,2012W16
-6,-5,-4,0,-15,1.3102,1.3215,1.3034,1.3077,-0.01247945,-0.000076717,-0.001450825,0.0009837306,-0.002992174,-0.018585132,-0.01247945,-0.000076717,0.0053492052,Sell,2012W15
-6,-5,-4,0,-15,1.336,1.3382,1.3035,1.3096,-0.00029882,-0.011826245,-0.018585132,-0.01247945,-0.000076717,0.0053492052,-0.00029882,-0.011826245,0.0074383302,Sell,2012W14
-6,-7,-5,0,-18,1.3272,1.3386,1.3191,1.3344,0.0068446785,0.0042634183,0.0053492052,-0.00029882,-0.011826245,0.0074383302,0.0068446785,0.0042634183,0.0046515175,Buy,2012W13
-6,-7,-5,0,-18,1.3181,1.3295,1.3135,1.3273,0.0077313727,0.0100738234,0.0074383302,0.0068446785,0.0042634183,0.0046515175,0.0077313727,0.0100738234,-0.006740892,Buy,2012W12
-6,-7,-5,0,-18,1.3112,1.3193,1.3004,1.3175,-0.007373411,-0.007025046,0.0046515175,0.0077313727,0.0100738234,-0.006740892,-0.007373411,-0.007025046,-0.018874935,Hold,2012W11
-6,-7,-5,0,-18,1.319,1.3291,1.3096,1.3114,-0.014532513,-0.006976039,-0.006740892,-0.007373411,-0.007025046,-0.018874935,-0.014532513,-0.006976039,0.0231903893,Sell,2012W10
-6,-7,-5,0,-18,1.3466,1.3487,1.3188,1.3203,-0.000148269,0.0009867173,-0.018874935,-0.014532513,-0.006976039,0.0231903893,-0.000148269,0.0009867173,-0.001745731,Sell,2012W09
-5,-8,-5,0,-18,1.3187,1.3489,1.3175,1.3457,0.0155085448,0.0155708009,0.0231903893,-0.000148269,0.0009867173,-0.001745731,0.0155085448,0.0155708009,0.0023584906,Buy,2012W08
-5,-8,-5,0,-18,1.3207,1.3283,1.2973,1.3152,-0.003002327,-0.004221676,-0.001745731,0.0155085448,0.0155708009,0.0023584906,-0.003002327,-0.004221676,-0.006199909,Sell,2012W07
-5,-8,-5,0,-18,1.3113,1.3323,1.3028,1.3175,0.0070294785,0.0003071253,0.0023584906,-0.003002327,-0.004221676,-0.006199909,0.0070294785,0.0003071253,0.0222600093,Buy,2012W06
-5,-8,-5,0,-18,1.3224,1.323,1.3024,1.3144,0,0.0118085768,-0.006199909,0.0070294785,0.0003071253,0.0222600093,0,0.0118085768,0.0205884673,Hold,2012W05
-6,-3,-4,0,-13,1.2872,1.323,1.2872,1.3226,0.0187894656,0.0196451204,0.0222600093,0,0.0118085768,0.0205884673,0.0187894656,0.0196451204,-0.003458848,Buy,2012W04
-6,-3,-4,0,-13,1.2637,1.2986,1.2624,1.2938,0.0083080985,0,0.0205884673,0.0187894656,0.0196451204,-0.003458848,0.0083080985,0,-0.017531665,Hold,2012W03
-6,-3,-4,0,-13,1.2691,1.2879,1.2624,1.2677,-0.015141087,-0.005671078,-0.003458848,0.0083080985,0,-0.017531665,-0.015141087,-0.005671078,-0.0072836,Sell,2012W02
-6,-3,-4,0,-13,1.2938,1.3077,1.2696,1.2721,-0.000611387,-0.01259916,-0.017531665,-0.015141087,-0.005671078,-0.0072836,-0.000611387,-0.01259916,0.0006137323,Sell,2012W01
-4,-3,1,0,-6,1.3047,1.3085,1.2858,1.2948,-0.008637018,-0.009551687,-0.0072836,-0.000611387,-0.01259916,0.0006137323,-0.008637018,-0.009551687,-0.025420561,Sell,2011W52
-4,-3,1,0,-6,1.3045,1.3199,1.2982,1.3043,-0.01411712,0.002703329,0.0006137323,-0.008637018,-0.009551687,-0.025420561,-0.01411712,0.002703329,-0.002089085,Buy,2011W51
-4,-3,1,0,-6,1.3384,1.3388,1.2947,1.3035,-0.007487582,-0.02529549,-0.025420561,-0.01411712,0.002703329,-0.002089085,-0.007487582,-0.02529549,0.0127701375,Sell,2011W50
-4,-3,1,0,-6,1.3438,1.3489,1.3283,1.3375,-0.004428371,0.0018856539,-0.002089085,-0.007487582,-0.02529549,0.0127701375,-0.004428371,0.0018856539,-0.020429312,Sell,2011W49
-4,-3,1,0,-6,1.3318,1.3549,1.3258,1.3403,-0.001473948,0.0035576414,0.0127701375,-0.004428371,0.0018856539,-0.020429312,-0.001473948,0.0035576414,-0.01759744,Buy,2011W48
-4,-2,0,0,-6,1.3506,1.3569,1.3211,1.3234,-0.017664519,-0.015720459,-0.020429312,-0.001473948,0.0035576414,-0.01759744,-0.017664519,-0.015720459,-0.00318933,Sell,2011W47
-4,-2,0,0,-6,1.3807,1.3813,1.3422,1.351,-0.003462954,-0.004524216,-0.01759744,-0.017664519,-0.015720459,-0.00318933,-0.003462954,-0.004524216,-0.024879842,Sell,2011W46
-4,-2,0,0,-6,1.3838,1.3861,1.3483,1.3752,-0.021875662,-0.009331374,-0.00318933,-0.003462954,-0.004524216,-0.024879842,-0.021875662,-0.009331374,0.018134715,Sell,2011W45
-4,-2,0,0,-6,1.415,1.4171,1.361,1.3796,-0.005474068,-0.013625163,-0.024879842,-0.021875662,-0.009331374,0.018134715,-0.005474068,-0.013625163,0.001369172,Sell,2011W44
-6,-2,2,0,-6,1.3866,1.4249,1.3798,1.4148,0.02392929,0.0106203765,0.018134715,-0.005474068,-0.013625163,0.001369172,0.02392929,0.0106203765,0.0373775884,Buy,2011W43
-6,-2,2,0,-6,1.3885,1.3916,1.3653,1.3896,0.0014392631,0.0205561369,0.001369172,0.02392929,0.0106203765,0.0373775884,0.0014392631,0.0205561369,-0.000672344,Buy,2011W42
-6,-2,2,0,-6,1.3397,1.3896,1.3378,1.3877,0.0272787758,0.0175705484,0.0373775884,0.0014392631,0.0205561369,-0.000672344,0.0272787758,0.0175705484,-0.008297526,Buy,2011W41
-6,-2,2,0,-6,1.3338,1.3527,1.3147,1.3377,-0.011978672,-0.016164035,-0.000672344,0.0272787758,0.0175705484,-0.008297526,-0.011978672,-0.016164035,-0.021884058,Sell,2011W40
-4,-1,2,0,-3,1.3509,1.3691,1.3363,1.3386,-0.007251106,-0.001643631,-0.008297526,-0.011978672,-0.016164035,-0.021884058,-0.007251106,-0.001643631,0.0107668644,Sell,2011W39
-4,-1,2,0,-3,1.3673,1.3791,1.3385,1.3498,-0.010617691,-0.008665383,-0.021884058,-0.007251106,-0.001643631,0.0107668644,-0.010617691,-0.008665383,-0.038859556,Sell,2011W38
-4,-1,2,0,-3,1.357,1.3939,1.3502,1.38,-0.023674441,-0.009245671,0.0107668644,-0.010617691,-0.008665383,-0.038859556,-0.023674441,-0.009245671,-0.020277261,Hold,2011W37
-4,-1,2,0,-3,1.4167,1.4277,1.3628,1.3653,-0.018830321,-0.039199098,-0.038859556,-0.023674441,-0.009245671,-0.020277261,-0.018830321,-0.039199098,0.0070148632,Sell,2011W36
-4,-1,2,0,-3,1.4498,1.4551,1.4184,1.4205,0.0033096601,-0.009981154,-0.020277261,-0.018830321,-0.039199098,0.0070148632,0.0033096601,-0.009981154,0.0104568742,Hold,2011W35
-2,-1,5,0,2,1.4376,1.4503,1.4327,1.4499,-0.001170799,0.0047689179,0.0070148632,0.0033096601,-0.009981154,0.0104568742,-0.001170799,0.0047689179,-0.002310601,Buy,2011W34
-2,-1,5,0,2,1.4261,1.452,1.4259,1.4398,0.0081933065,0.0110614763,0.0104568742,-0.001170799,0.0047689179,-0.002310601,0.0081933065,0.0110614763,-0.007918866,Buy,2011W33
-2,-1,5,0,2,1.4386,1.4402,1.4103,1.4249,-0.003666551,0.0033437678,-0.002310601,0.0081933065,0.0110614763,-0.007918866,-0.003666551,0.0033437678,0.0027862914,Sell,2011W32
-2,-1,5,0,2,1.4359,1.4455,1.4056,1.4282,-0.005640779,-0.012158268,-0.007918866,-0.003666551,0.0033437678,0.0027862914,-0.005640779,-0.012158268,0.0143432488,Sell,2011W31
-2,-2,1,0,-3,1.4397,1.4537,1.4229,1.4396,0.0066477391,0.0154867257,0.0027862914,-0.005640779,-0.012158268,0.0143432488,0.0066477391,0.0154867257,-0.008199019,Buy,2011W30
-2,-2,1,0,-3,1.4114,1.4441,1.4012,1.4356,0.010991319,0.0125740714,0.0143432488,0.0066477391,0.0154867257,-0.008199019,0.010991319,0.0125740714,-0.017555938,Buy,2011W29
